Sample	SeqClass	NumIssues	ClassLength	IssueLength	IssueType
HG03248	PAR1	0	2484842	0	ERRSTRUCT
HG03248	PAR2	0	332694	0	ERRSTRUCT
HG03248	SAT	0	2242028	0	ERRSTRUCT
HG03248	TEL	0	15040	0	ERRSTRUCT
HG03248	UNASSIGNED	0	180	0	ERRSTRUCT
HG03248	XDR	0	8669128	0	ERRSTRUCT
HG03248	XTR	0	3387242	0	ERRSTRUCT
HG03248	AMPL	0	9911496	0	NGAP
HG03248	CEN-DYZ3	0	837618	0	NGAP
HG03248	DYZ19	0	454523	0	NGAP
HG03248	HET	0	32416690	0	NGAP
HG03248	OTHER	0	375976	0	NGAP
HG03248	PAR1	0	2484842	0	NGAP
HG03248	PAR2	0	332694	0	NGAP
HG03248	SAT	0	2242028	0	NGAP
HG03248	TEL	0	15040	0	NGAP
HG03248	UNASSIGNED	0	180	0	NGAP
HG03248	XDR	0	8669128	0	NGAP
HG03248	XTR	0	3387242	0	NGAP
HG03371	AMPL	0	9917356	0	ERRSTRUCT
HG03371	CEN-DYZ3	0	601915	0	ERRSTRUCT
HG03371	DYZ19	0	239286	0	ERRSTRUCT
HG03371	HET	10	27637636	4619	ERRSTRUCT
HG03371	OTHER	0	375977	0	ERRSTRUCT
HG03371	PAR1	0	2448714	0	ERRSTRUCT
HG03371	PAR2	0	330203	0	ERRSTRUCT
HG03371	SAT	0	2049640	0	ERRSTRUCT
HG03371	TEL	0	17662	0	ERRSTRUCT
HG03371	UNASSIGNED	0	180	0	ERRSTRUCT
HG03371	XDR	0	8668809	0	ERRSTRUCT
HG03371	XTR	0	3387290	0	ERRSTRUCT
HG03371	AMPL	0	9917356	0	NGAP
HG03371	CEN-DYZ3	0	601915	0	NGAP
HG03371	DYZ19	0	239286	0	NGAP
HG03371	HET	22	27637636	921391	NGAP
HG03371	OTHER	0	375977	0	NGAP
HG03371	PAR1	0	2448714	0	NGAP
HG03371	PAR2	0	330203	0	NGAP
HG03371	SAT	0	2049640	0	NGAP
HG03371	TEL	0	17662	0	NGAP
HG03371	UNASSIGNED	0	180	0	NGAP
HG03371	XDR	0	8668809	0	NGAP
HG03371	XTR	0	3387290	0	NGAP
HG03732	AMPL	0	9794750	0	ERRSTRUCT
HG03732	CEN-DYZ3	0	548111	0	ERRSTRUCT
HG03732	DYZ19	0	406826	0	ERRSTRUCT
HG03732	HET	4	23983332	6000	ERRSTRUCT
HG03732	OTHER	0	375944	0	ERRSTRUCT
HG03732	PAR1	0	2457123	0	ERRSTRUCT
HG03732	PAR2	0	332725	0	ERRSTRUCT
HG03732	SAT	0	2045205	0	ERRSTRUCT
HG03732	TEL	0	19308	0	ERRSTRUCT
HG03732	UNASSIGNED	0	180	0	ERRSTRUCT
HG03732	XDR	0	8668360	0	ERRSTRUCT
HG03732	XTR	0	3403349	0	ERRSTRUCT
HG03732	AMPL	0	9794750	0	NGAP
HG03732	CEN-DYZ3	0	548111	0	NGAP
HG03732	DYZ19	0	406826	0	NGAP
HG03732	HET	0	23983332	0	NGAP
HG03732	OTHER	0	375944	0	NGAP
HG03732	PAR1	0	2457123	0	NGAP
HG03732	PAR2	0	332725	0	NGAP
HG03732	SAT	0	2045205	0	NGAP
HG03732	TEL	0	19308	0	NGAP
HG03732	UNASSIGNED	0	180	0	NGAP
HG03732	XDR	0	8668360	0	NGAP
HG03732	XTR	0	3403349	0	NGAP
NA18534	AMPL	2	9639099	4401	ERRSTRUCT
NA18534	CEN-DYZ3	0	879526	0	ERRSTRUCT
NA18534	DYZ19	0	290242	0	ERRSTRUCT
NA18534	HET	0	49225363	0	ERRSTRUCT
NA18534	OTHER	0	375970	0	ERRSTRUCT
NA18534	PAR1	0	2445946	0	ERRSTRUCT
NA18534	PAR2	0	334525	0	ERRSTRUCT
NA18534	SAT	0	2254195	0	ERRSTRUCT
NA18534	TEL	0	8959	0	ERRSTRUCT
NA18534	UNASSIGNED	1	111427	50	ERRSTRUCT
NA18534	XDR	0	8668871	0	ERRSTRUCT
NA18534	XTR	0	3403078	0	ERRSTRUCT
NA18534	AMPL	1	9639099	7500	NGAP
NA18534	CEN-DYZ3	0	879526	0	NGAP
NA18534	DYZ19	0	290242	0	NGAP
NA18534	HET	0	49225363	0	NGAP
NA18534	OTHER	0	375970	0	NGAP
NA18534	PAR1	0	2445946	0	NGAP
NA18534	PAR2	0	334525	0	NGAP
NA18534	SAT	0	2254195	0	NGAP
NA18534	TEL	0	8959	0	NGAP
NA18534	UNASSIGNED	1	111427	100000	NGAP
NA18534	XDR	0	8668871	0	NGAP
NA18534	XTR	0	3403078	0	NGAP
NA18989	AMPL	6	9138933	13500	ERRSTRUCT
NA18989	CEN-DYZ3	2	951032	1000	ERRSTRUCT
NA18989	DYZ19	0	262959	0	ERRSTRUCT
NA18989	HET	3	32614271	2000	ERRSTRUCT
NA18989	OTHER	0	376018	0	ERRSTRUCT
NA18989	PAR1	0	2430127	0	ERRSTRUCT
NA18989	PAR2	0	332687	0	ERRSTRUCT
NA18989	SAT	0	2051325	0	ERRSTRUCT
NA18989	TEL	0	15550	0	ERRSTRUCT
NA18989	UNASSIGNED	0	180	0	ERRSTRUCT
NA18989	XDR	0	8661600	0	ERRSTRUCT
NA18989	XTR	0	3402323	0	ERRSTRUCT
NA18989	AMPL	2	9138933	107500	NGAP
NA18989	CEN-DYZ3	1	951032	100000	NGAP
NA18989	DYZ19	0	262959	0	NGAP
NA18989	HET	2	32614271	107500	NGAP
NA18989	OTHER	0	376018	0	NGAP
NA18989	PAR1	0	2430127	0	NGAP
NA18989	PAR2	0	332687	0	NGAP
NA18989	SAT	0	2051325	0	NGAP
NA18989	TEL	0	15550	0	NGAP
NA18989	UNASSIGNED	0	180	0	NGAP
NA18989	XDR	0	8661600	0	NGAP
NA18989	XTR	0	3402323	0	NGAP
NA19239	AMPL	1	9981608	51	ERRSTRUCT
NA19239	CEN-DYZ3	0	829751	0	ERRSTRUCT
NA19239	DYZ19	0	297200	0	ERRSTRUCT
NA19239	HET	0	18833117	0	ERRSTRUCT
NA19239	OTHER	0	375955	0	ERRSTRUCT
NA19239	PAR1	0	2434295	0	ERRSTRUCT
NA19239	PAR2	0	332205	0	ERRSTRUCT
NA19239	SAT	0	2276484	0	ERRSTRUCT
NA19239	TEL	0	13146	0	ERRSTRUCT
NA19239	UNASSIGNED	0	416	0	ERRSTRUCT
NA19239	XDR	0	8669154	0	ERRSTRUCT
NA19239	XTR	0	3387375	0	ERRSTRUCT
NA19239	AMPL	1	9981608	7500	NGAP
NA19239	CEN-DYZ3	0	829751	0	NGAP
NA19239	DYZ19	0	297200	0	NGAP
NA19239	HET	1	18833117	16086	NGAP
NA19239	OTHER	0	375955	0	NGAP
NA19239	PAR1	0	2434295	0	NGAP
NA19239	PAR2	0	332205	0	NGAP
NA19239	SAT	0	2276484	0	NGAP
NA19239	TEL	0	13146	0	NGAP
NA19239	UNASSIGNED	0	416	0	NGAP
NA19239	XDR	0	8669154	0	NGAP
NA19239	XTR	0	3387375	0	NGAP
NA19317	AMPL	0	9897133	0	ERRSTRUCT
NA19317	CEN-DYZ3	0	1007120	0	ERRSTRUCT
NA19317	DYZ19	0	246804	0	ERRSTRUCT
NA19317	HET	1	27941880	764	ERRSTRUCT
NA19317	OTHER	0	375994	0	ERRSTRUCT
NA19317	PAR1	0	2394418	0	ERRSTRUCT
NA19317	PAR2	0	332856	0	ERRSTRUCT
NA19317	SAT	0	2051375	0	ERRSTRUCT
NA19317	TEL	0	8890	0	ERRSTRUCT
NA19317	UNASSIGNED	0	180	0	ERRSTRUCT
NA19317	XDR	0	8668784	0	ERRSTRUCT
NA19317	XTR	0	3387313	0	ERRSTRUCT
NA19317	AMPL	0	9897133	0	NGAP
NA19317	CEN-DYZ3	0	1007120	0	NGAP
NA19317	DYZ19	0	246804	0	NGAP
NA19317	HET	1	27941880	100000	NGAP
NA19317	OTHER	0	375994	0	NGAP
NA19317	PAR1	0	2394418	0	NGAP
NA19317	PAR2	0	332856	0	NGAP
NA19317	SAT	0	2051375	0	NGAP
NA19317	TEL	0	8890	0	NGAP
NA19317	UNASSIGNED	0	180	0	NGAP
NA19317	XDR	0	8668784	0	NGAP
NA19317	XTR	0	3387313	0	NGAP
NA19331	AMPL	0	9673349	0	ERRSTRUCT
NA19331	CEN-DYZ3	0	984305	0	ERRSTRUCT
NA19331	DYZ19	0	327972	0	ERRSTRUCT
NA19331	HET	0	37106569	0	ERRSTRUCT
NA19331	OTHER	0	375967	0	ERRSTRUCT
NA19331	PAR1	1	2387725	1000	ERRSTRUCT
NA19331	PAR2	0	332580	0	ERRSTRUCT
NA19331	SAT	0	1997539	0	ERRSTRUCT
NA19331	TEL	0	16851	0	ERRSTRUCT
NA19331	UNASSIGNED	0	296231	0	ERRSTRUCT
NA19331	XDR	0	8662864	0	ERRSTRUCT
NA19331	XTR	0	3403175	0	ERRSTRUCT
NA19331	AMPL	0	9673349	0	NGAP
NA19331	CEN-DYZ3	0	984305	0	NGAP
NA19331	DYZ19	0	327972	0	NGAP
NA19331	HET	0	37106569	0	NGAP
NA19331	OTHER	0	375967	0	NGAP
NA19331	PAR1	0	2387725	0	NGAP
NA19331	PAR2	0	332580	0	NGAP
NA19331	SAT	0	1997539	0	NGAP
NA19331	TEL	0	16851	0	NGAP
NA19331	UNASSIGNED	0	296231	0	NGAP
NA19331	XDR	0	8662864	0	NGAP
NA19331	XTR	0	3403175	0	NGAP
NA19347	AMPL	0	7979109	0	ERRSTRUCT
NA19347	CEN-DYZ3	0	1018690	0	ERRSTRUCT
NA19347	DYZ19	0	246804	0	ERRSTRUCT
NA19347	HET	1	27744898	429	ERRSTRUCT
NA19347	OTHER	0	375993	0	ERRSTRUCT
NA19347	PAR1	0	2434762	0	ERRSTRUCT
NA19347	PAR2	0	332852	0	ERRSTRUCT
NA19347	SAT	0	2042948	0	ERRSTRUCT
NA19347	TEL	0	11312	0	ERRSTRUCT
NA19347	UNASSIGNED	0	180	0	ERRSTRUCT
NA19347	XDR	0	8668792	0	ERRSTRUCT
NA19347	XTR	0	3387303	0	ERRSTRUCT
NA19347	AMPL	1	7979109	100000	NGAP
NA19347	CEN-DYZ3	0	1018690	0	NGAP
NA19347	DYZ19	0	246804	0	NGAP
NA19347	HET	1	27744898	100000	NGAP
NA19347	OTHER	0	375993	0	NGAP
NA19347	PAR1	0	2434762	0	NGAP
NA19347	PAR2	0	332852	0	NGAP
NA19347	SAT	0	2042948	0	NGAP
NA19347	TEL	0	11312	0	NGAP
NA19347	UNASSIGNED	0	180	0	NGAP
NA19347	XDR	0	8668792	0	NGAP
NA19347	XTR	0	3387303	0	NGAP
NA19384	AMPL	0	9629187	0	ERRSTRUCT
NA19384	CEN-DYZ3	0	270950	0	ERRSTRUCT
NA19384	DYZ19	0	285951	0	ERRSTRUCT
NA19384	HET	2	29833145	1000	ERRSTRUCT
NA19384	OTHER	0	375997	0	ERRSTRUCT
NA19384	PAR1	0	2420331	0	ERRSTRUCT
NA19384	PAR2	0	331333	0	ERRSTRUCT
NA19384	SAT	0	2165605	0	ERRSTRUCT
NA19384	TEL	0	11844	0	ERRSTRUCT
NA19384	UNASSIGNED	0	180	0	ERRSTRUCT
NA19384	XDR	0	8668271	0	ERRSTRUCT
NA19384	XTR	0	3387123	0	ERRSTRUCT
NA19384	AMPL	1	9629187	7500	NGAP
NA19384	CEN-DYZ3	0	270950	0	NGAP
NA19384	DYZ19	0	285951	0	NGAP
NA19384	HET	1	29833145	100000	NGAP
NA19384	OTHER	0	375997	0	NGAP
NA19384	PAR1	0	2420331	0	NGAP
NA19384	PAR2	0	331333	0	NGAP
NA19384	SAT	0	2165605	0	NGAP
NA19384	TEL	0	11844	0	NGAP
NA19384	UNASSIGNED	0	180	0	NGAP
NA19384	XDR	0	8668271	0	NGAP
NA19384	XTR	0	3387123	0	NGAP
NA19650	AMPL	0	9863634	0	ERRSTRUCT
NA19650	CEN-DYZ3	0	381749	0	ERRSTRUCT
NA19650	DYZ19	0	332170	0	ERRSTRUCT
NA19650	HET	0	24311244	0	ERRSTRUCT
NA19650	OTHER	0	300641	0	ERRSTRUCT
NA19650	PAR1	0	2415017	0	ERRSTRUCT
NA19650	PAR2	0	331110	0	ERRSTRUCT
NA19650	SAT	0	2080490	0	ERRSTRUCT
NA19650	TEL	0	11540	0	ERRSTRUCT
NA19650	UNASSIGNED	0	416	0	ERRSTRUCT
NA19650	XDR	0	8668508	0	ERRSTRUCT
NA19650	XTR	0	3403223	0	ERRSTRUCT
NA19650	AMPL	0	9863634	0	NGAP
NA19650	CEN-DYZ3	0	381749	0	NGAP
NA19650	DYZ19	0	332170	0	NGAP
NA19650	HET	0	24311244	0	NGAP
NA19650	OTHER	0	300641	0	NGAP
NA19650	PAR1	0	2415017	0	NGAP
NA19650	PAR2	0	331110	0	NGAP
NA19650	SAT	0	2080490	0	NGAP
NA19650	TEL	0	11540	0	NGAP
NA19650	UNASSIGNED	0	416	0	NGAP
NA19650	XDR	0	8668508	0	NGAP
NA19650	XTR	0	3403223	0	NGAP
NA19705	AMPL	0	9937828	0	ERRSTRUCT
NA19705	CEN-DYZ3	0	1673237	0	ERRSTRUCT
NA19705	DYZ19	0	229174	0	ERRSTRUCT
NA19705	HET	0	24481556	0	ERRSTRUCT
NA19705	OTHER	0	376007	0	ERRSTRUCT
NA19705	PAR1	0	2457958	0	ERRSTRUCT
NA19705	PAR2	0	332485	0	ERRSTRUCT
NA19705	SAT	0	2060068	0	ERRSTRUCT
NA19705	TEL	0	21376	0	ERRSTRUCT
NA19705	UNASSIGNED	0	180	0	ERRSTRUCT
NA19705	XDR	0	8668768	0	ERRSTRUCT
NA19705	XTR	0	3387279	0	ERRSTRUCT
NA19705	AMPL	0	9937828	0	NGAP
NA19705	CEN-DYZ3	0	1673237	0	NGAP
NA19705	DYZ19	0	229174	0	NGAP
NA19705	HET	0	24481556	0	NGAP
NA19705	OTHER	0	376007	0	NGAP
NA19705	PAR1	0	2457958	0	NGAP
NA19705	PAR2	0	332485	0	NGAP
NA19705	SAT	0	2060068	0	NGAP
NA19705	TEL	0	21376	0	NGAP
NA19705	UNASSIGNED	0	180	0	NGAP
NA19705	XDR	0	8668768	0	NGAP
NA19705	XTR	0	3387279	0	NGAP
NA20509	AMPL	0	9875055	0	ERRSTRUCT
NA20509	CEN-DYZ3	0	376127	0	ERRSTRUCT
NA20509	DYZ19	0	344529	0	ERRSTRUCT
NA20509	HET	14	28255351	21611	ERRSTRUCT
NA20509	OTHER	0	375950	0	ERRSTRUCT
NA20509	PAR1	2	2543276	1000	ERRSTRUCT
NA20509	PAR2	0	331875	0	ERRSTRUCT
NA20509	SAT	0	2059095	0	ERRSTRUCT
NA20509	TEL	0	6207	0	ERRSTRUCT
NA20509	UNASSIGNED	0	416	0	ERRSTRUCT
NA20509	XDR	0	8668473	0	ERRSTRUCT
NA20509	XTR	0	3403228	0	ERRSTRUCT
NA20509	AMPL	0	9875055	0	NGAP
NA20509	CEN-DYZ3	0	376127	0	NGAP
NA20509	DYZ19	0	344529	0	NGAP
NA20509	HET	7	28255351	52500	NGAP
NA20509	OTHER	0	375950	0	NGAP
NA20509	PAR1	1	2543276	100000	NGAP
NA20509	PAR2	0	331875	0	NGAP
NA20509	SAT	0	2059095	0	NGAP
NA20509	TEL	0	6207	0	NGAP
NA20509	UNASSIGNED	0	416	0	NGAP
NA20509	XDR	0	8668473	0	NGAP
NA20509	XTR	0	3403228	0	NGAP
HG00126	AMPL	0	9892990	0	ERRSTRUCT
HG00126	CEN-DYZ3	0	300776	0	ERRSTRUCT
HG00126	DYZ19	0	401093	0	ERRSTRUCT
HG00126	HET	0	24631978	0	ERRSTRUCT
HG00126	OTHER	0	375954	0	ERRSTRUCT
HG00126	PAR1	0	2430155	0	ERRSTRUCT
HG00126	PAR2	0	332567	0	ERRSTRUCT
HG00126	SAT	0	2067730	0	ERRSTRUCT
HG00126	TEL	0	12398	0	ERRSTRUCT
HG00126	UNASSIGNED	0	416	0	ERRSTRUCT
HG00126	XDR	0	8668529	0	ERRSTRUCT
HG00126	XTR	0	3403209	0	ERRSTRUCT
HG00126	AMPL	0	9892990	0	NGAP
HG00126	CEN-DYZ3	0	300776	0	NGAP
HG00126	DYZ19	0	401093	0	NGAP
HG00126	HET	0	24631978	0	NGAP
HG00126	OTHER	0	375954	0	NGAP
HG00126	PAR1	0	2430155	0	NGAP
HG00126	PAR2	0	332567	0	NGAP
HG00126	SAT	0	2067730	0	NGAP
HG00126	TEL	0	12398	0	NGAP
HG00126	UNASSIGNED	0	416	0	NGAP
HG00126	XDR	0	8668529	0	NGAP
HG00126	XTR	0	3403209	0	NGAP
HG00140	AMPL	2	6329885	1000	ERRSTRUCT
HG00140	CEN-DYZ3	0	898566	0	ERRSTRUCT
HG00140	DYZ19	0	247006	0	ERRSTRUCT
HG00140	HET	4	41813640	61000	ERRSTRUCT
HG00140	OTHER	0	375998	0	ERRSTRUCT
HG00140	PAR1	0	2454366	0	ERRSTRUCT
HG00140	PAR2	0	333318	0	ERRSTRUCT
HG00140	SAT	0	1990302	0	ERRSTRUCT
HG00140	TEL	0	17021	0	ERRSTRUCT
HG00140	UNASSIGNED	0	416	0	ERRSTRUCT
HG00140	XDR	0	8668381	0	ERRSTRUCT
HG00140	XTR	0	3387682	0	ERRSTRUCT
HG00140	AMPL	2	6329885	107500	NGAP
HG00140	CEN-DYZ3	0	898566	0	NGAP
HG00140	DYZ19	0	247006	0	NGAP
HG00140	HET	0	41813640	0	NGAP
HG00140	OTHER	0	375998	0	NGAP
HG00140	PAR1	0	2454366	0	NGAP
HG00140	PAR2	0	333318	0	NGAP
HG00140	SAT	0	1990302	0	NGAP
HG00140	TEL	0	17021	0	NGAP
HG00140	UNASSIGNED	0	416	0	NGAP
HG00140	XDR	0	8668381	0	NGAP
HG00140	XTR	0	3387682	0	NGAP
HG00280	AMPL	0	7522667	0	ERRSTRUCT
HG00280	CEN-DYZ3	0	1122982	0	ERRSTRUCT
HG00280	DYZ19	0	343030	0	ERRSTRUCT
HG00280	HET	0	29521922	0	ERRSTRUCT
HG00280	OTHER	0	375996	0	ERRSTRUCT
HG00280	PAR1	0	2436703	0	ERRSTRUCT
HG00280	PAR2	0	332584	0	ERRSTRUCT
HG00280	SAT	0	2198585	0	ERRSTRUCT
HG00280	TEL	0	26349	0	ERRSTRUCT
HG00280	UNASSIGNED	0	180	0	ERRSTRUCT
HG00280	XDR	0	8668177	0	ERRSTRUCT
HG00280	XTR	0	3387393	0	ERRSTRUCT
HG00280	AMPL	4	7522667	52278	NGAP
HG00280	CEN-DYZ3	0	1122982	0	NGAP
HG00280	DYZ19	0	343030	0	NGAP
HG00280	HET	0	29521922	0	NGAP
HG00280	OTHER	0	375996	0	NGAP
HG00280	PAR1	0	2436703	0	NGAP
HG00280	PAR2	0	332584	0	NGAP
HG00280	SAT	0	2198585	0	NGAP
HG00280	TEL	0	26349	0	NGAP
HG00280	UNASSIGNED	0	180	0	NGAP
HG00280	XDR	0	8668177	0	NGAP
HG00280	XTR	0	3387393	0	NGAP
HG00290	AMPL	0	7889704	0	ERRSTRUCT
HG00290	CEN-DYZ3	0	1082155	0	ERRSTRUCT
HG00290	DYZ19	0	350408	0	ERRSTRUCT
HG00290	HET	0	32208990	0	ERRSTRUCT
HG00290	OTHER	0	375988	0	ERRSTRUCT
HG00290	PAR1	0	2380655	0	ERRSTRUCT
HG00290	PAR2	0	332872	0	ERRSTRUCT
HG00290	SAT	0	2176834	0	ERRSTRUCT
HG00290	TEL	0	15226	0	ERRSTRUCT
HG00290	UNASSIGNED	0	180	0	ERRSTRUCT
HG00290	XDR	0	8668097	0	ERRSTRUCT
HG00290	XTR	0	3387400	0	ERRSTRUCT
HG00290	AMPL	0	7889704	0	NGAP
HG00290	CEN-DYZ3	0	1082155	0	NGAP
HG00290	DYZ19	0	350408	0	NGAP
HG00290	HET	0	32208990	0	NGAP
HG00290	OTHER	0	375988	0	NGAP
HG00290	PAR1	0	2380655	0	NGAP
HG00290	PAR2	0	332872	0	NGAP
HG00290	SAT	0	2176834	0	NGAP
HG00290	TEL	0	15226	0	NGAP
HG00290	UNASSIGNED	0	180	0	NGAP
HG00290	XDR	0	8668097	0	NGAP
HG00290	XTR	0	3387400	0	NGAP
HG002	AMPL	0	10079488	0	ERRSTRUCT
HG002	CEN-DYZ3	0	317677	0	ERRSTRUCT
HG002	DYZ19	0	264880	0	ERRSTRUCT
HG002	HET	0	34575443	0	ERRSTRUCT
HG002	OTHER	0	375992	0	ERRSTRUCT
HG002	PAR1	0	2452435	0	ERRSTRUCT
HG002	PAR2	0	331252	0	ERRSTRUCT
HG002	SAT	0	1948834	0	ERRSTRUCT
HG002	TEL	0	11624	0	ERRSTRUCT
HG002	UNASSIGNED	0	180	0	ERRSTRUCT
HG002	XDR	0	8667073	0	ERRSTRUCT
HG002	XTR	0	3387369	0	ERRSTRUCT
HG002	AMPL	0	10079488	0	NGAP
HG002	CEN-DYZ3	0	317677	0	NGAP
HG002	DYZ19	0	264880	0	NGAP
HG002	HET	0	34575443	0	NGAP
HG002	OTHER	0	375992	0	NGAP
HG002	PAR1	0	2452435	0	NGAP
HG002	PAR2	0	331252	0	NGAP
HG002	SAT	0	1948834	0	NGAP
HG002	TEL	0	11624	0	NGAP
HG002	UNASSIGNED	0	180	0	NGAP
HG002	XDR	0	8667073	0	NGAP
HG002	XTR	0	3387369	0	NGAP
HG00321	AMPL	2	8304165	6000	ERRSTRUCT
HG00321	CEN-DYZ3	0	991117	0	ERRSTRUCT
HG00321	DYZ19	0	262529	0	ERRSTRUCT
HG00321	HET	2	18967289	4000	ERRSTRUCT
HG00321	OTHER	0	375991	0	ERRSTRUCT
HG00321	PAR1	0	2433223	0	ERRSTRUCT
HG00321	PAR2	0	331027	0	ERRSTRUCT
HG00321	SAT	0	2013649	0	ERRSTRUCT
HG00321	TEL	0	12460	0	ERRSTRUCT
HG00321	UNASSIGNED	0	416	0	ERRSTRUCT
HG00321	XDR	0	8668236	0	ERRSTRUCT
HG00321	XTR	0	3387706	0	ERRSTRUCT
HG00321	AMPL	1	8304165	100000	NGAP
HG00321	CEN-DYZ3	0	991117	0	NGAP
HG00321	DYZ19	0	262529	0	NGAP
HG00321	HET	1	18967289	200000	NGAP
HG00321	OTHER	0	375991	0	NGAP
HG00321	PAR1	0	2433223	0	NGAP
HG00321	PAR2	0	331027	0	NGAP
HG00321	SAT	0	2013649	0	NGAP
HG00321	TEL	0	12460	0	NGAP
HG00321	UNASSIGNED	0	416	0	NGAP
HG00321	XDR	0	8668236	0	NGAP
HG00321	XTR	0	3387706	0	NGAP
HG00329	AMPL	0	7574173	0	ERRSTRUCT
HG00329	CEN-DYZ3	0	983297	0	ERRSTRUCT
HG00329	DYZ19	0	348410	0	ERRSTRUCT
HG00329	HET	0	29807530	0	ERRSTRUCT
HG00329	OTHER	0	375977	0	ERRSTRUCT
HG00329	PAR1	1	2430875	642	ERRSTRUCT
HG00329	PAR2	0	331405	0	ERRSTRUCT
HG00329	SAT	0	2170930	0	ERRSTRUCT
HG00329	TEL	0	12329	0	ERRSTRUCT
HG00329	UNASSIGNED	0	180	0	ERRSTRUCT
HG00329	XDR	0	8667927	0	ERRSTRUCT
HG00329	XTR	0	3387364	0	ERRSTRUCT
HG00329	AMPL	1	7574173	7500	NGAP
HG00329	CEN-DYZ3	0	983297	0	NGAP
HG00329	DYZ19	0	348410	0	NGAP
HG00329	HET	1	29807530	7500	NGAP
HG00329	OTHER	0	375977	0	NGAP
HG00329	PAR1	1	2430875	83346	NGAP
HG00329	PAR2	0	331405	0	NGAP
HG00329	SAT	0	2170930	0	NGAP
HG00329	TEL	0	12329	0	NGAP
HG00329	UNASSIGNED	0	180	0	NGAP
HG00329	XDR	0	8667927	0	NGAP
HG00329	XTR	0	3387364	0	NGAP
HG003	AMPL	0	8173588	0	ERRSTRUCT
HG003	CEN-DYZ3	0	317677	0	ERRSTRUCT
HG003	DYZ19	0	264880	0	ERRSTRUCT
HG003	HET	0	33368022	0	ERRSTRUCT
HG003	OTHER	0	375989	0	ERRSTRUCT
HG003	PAR1	0	2405177	0	ERRSTRUCT
HG003	PAR2	0	331219	0	ERRSTRUCT
HG003	SAT	0	1948825	0	ERRSTRUCT
HG003	TEL	0	13873	0	ERRSTRUCT
HG003	UNASSIGNED	0	180	0	ERRSTRUCT
HG003	XDR	0	8667036	0	ERRSTRUCT
HG003	XTR	0	3387345	0	ERRSTRUCT
HG003	AMPL	1	8173588	7500	NGAP
HG003	CEN-DYZ3	0	317677	0	NGAP
HG003	DYZ19	0	264880	0	NGAP
HG003	HET	1	33368022	100000	NGAP
HG003	OTHER	0	375989	0	NGAP
HG003	PAR1	0	2405177	0	NGAP
HG003	PAR2	0	331219	0	NGAP
HG003	SAT	0	1948825	0	NGAP
HG003	TEL	0	13873	0	NGAP
HG003	UNASSIGNED	0	180	0	NGAP
HG003	XDR	0	8667036	0	NGAP
HG003	XTR	0	3387345	0	NGAP
HG005	AMPL	0	8021035	0	ERRSTRUCT
HG005	CEN-DYZ3	0	1029420	0	ERRSTRUCT
HG005	DYZ19	0	313602	0	ERRSTRUCT
HG005	HET	0	32048512	0	ERRSTRUCT
HG005	OTHER	0	376004	0	ERRSTRUCT
HG005	PAR1	0	2420382	0	ERRSTRUCT
HG005	PAR2	0	331098	0	ERRSTRUCT
HG005	SAT	0	2131301	0	ERRSTRUCT
HG005	TEL	0	14791	0	ERRSTRUCT
HG005	UNASSIGNED	0	180	0	ERRSTRUCT
HG005	XDR	0	8669101	0	ERRSTRUCT
HG005	XTR	0	3387643	0	ERRSTRUCT
HG005	AMPL	0	8021035	0	NGAP
HG005	CEN-DYZ3	0	1029420	0	NGAP
HG005	DYZ19	0	313602	0	NGAP
HG005	HET	1	32048512	200000	NGAP
HG005	OTHER	0	376004	0	NGAP
HG005	PAR1	0	2420382	0	NGAP
HG005	PAR2	0	331098	0	NGAP
HG005	SAT	0	2131301	0	NGAP
HG005	TEL	0	14791	0	NGAP
HG005	UNASSIGNED	0	180	0	NGAP
HG005	XDR	0	8669101	0	NGAP
HG005	XTR	0	3387643	0	NGAP
HG00609	AMPL	0	10157859	0	ERRSTRUCT
HG00609	CEN-DYZ3	0	472165	0	ERRSTRUCT
HG00609	DYZ19	0	364630	0	ERRSTRUCT
HG00609	HET	0	43727825	0	ERRSTRUCT
HG00609	OTHER	0	375986	0	ERRSTRUCT
HG00609	PAR1	0	2452590	0	ERRSTRUCT
HG00609	PAR2	0	331046	0	ERRSTRUCT
HG00609	SAT	0	1979789	0	ERRSTRUCT
HG00609	TEL	0	14585	0	ERRSTRUCT
HG00609	UNASSIGNED	0	180	0	ERRSTRUCT
HG00609	XDR	0	8668493	0	ERRSTRUCT
HG00609	XTR	0	3401096	0	ERRSTRUCT
HG00609	AMPL	0	10157859	0	NGAP
HG00609	CEN-DYZ3	0	472165	0	NGAP
HG00609	DYZ19	0	364630	0	NGAP
HG00609	HET	0	43727825	0	NGAP
HG00609	OTHER	0	375986	0	NGAP
HG00609	PAR1	0	2452590	0	NGAP
HG00609	PAR2	0	331046	0	NGAP
HG00609	SAT	0	1979789	0	NGAP
HG00609	TEL	0	14585	0	NGAP
HG00609	UNASSIGNED	0	180	0	NGAP
HG00609	XDR	0	8668493	0	NGAP
HG00609	XTR	0	3401096	0	NGAP
HG00621	AMPL	0	9946517	0	ERRSTRUCT
HG00621	CEN-DYZ3	0	263985	0	ERRSTRUCT
HG00621	DYZ19	0	357283	0	ERRSTRUCT
HG00621	HET	0	22773207	0	ERRSTRUCT
HG00621	OTHER	0	376029	0	ERRSTRUCT
HG00621	PAR1	0	2409094	0	ERRSTRUCT
